Name,Level,Jobs,Stats,Horizon Changes
Sturdy Slacks,8,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 5 Enchantment: HP +7 MP +7,none
Freesword's Slops,10,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 3 MP +5,New stat of MP +5 added.
Scale Cuisses,10,WAR / RDM / PLD / DRK / BST / RNG SAM / DRG / BLU,DEF: 7,none
Solid Cuisses,10,WAR / RDM / PLD / DRK / BST / RNG SAM / DRG / BLU,DEF: 8,none
Brais,11,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 7,none
Brais +1,11,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 8,none
Brass Subligar,11,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 7,none
Brass Subligar +1,11,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 8,none
Linen Slops,12,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 7,none
Linen Slops +1,12,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 8,none
Angler's Hose,15,All Jobs,DEF: 8 Fishing skill +1,Hidden Effect: Full set supposed to give a small bonus to number of gold arrows seen while fishing
Anu's Brais,15,WHM / BRD / SMN,DEF: 7 MP +1%,none
Enyo's Cuisses,15,WAR / PLD / DRK / DRG,DEF: 10 DEX +1,none
Federation Slops,15,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 5 MP +6,none
Hoshikazu Hakama,15,MNK / SAM / NIN / PUP,DEF: 9 STR +1,none
Nemain's Slops,15,BLM / RDM / BLU,DEF: 6 MP +1,none
Njord's Trousers,15,THF / BST / RNG / COR,DEF: 8 Ranged Accuracy +1,none
Nomad's Hose,15,All Jobs,DEF: 8 HP recovered while healing +1,none
Rider's Hose,15,All Jobs,DEF: 8 Chocobo riding time +4,none
Windurstian Slops,15,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 4 MP +4,none
Worker Hose,15,All Jobs,DEF: 8 Improves Logging and Harvesting results,none
Bone Subligar,16,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 9,none
Bone Subligar +1,16,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 11 -3 Evasion +1,none
Fine Trousers,17,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 11,none
Lizard Trousers,17,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 10,none
Cotton Sitabaki,18,MNK / SAM / NIN,DEF: 10,none
Cotton Sitabaki +1,18,MNK / SAM / NIN,DEF: 11,none
Baron's Slops,20,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 11 MP recovered while healing +1,none
Black Slacks,20,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 10,none
Legionnaire's Subligar,20,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 11 VIT +1,none
Mage's Slacks,20,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 11 INT +1,none
Mercenary's Sitabaki,20,MNK / SAM / NIN,DEF: 11 Evasion +1,none
Royal Footman's Trousers,20,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR / DNC / RUN,DEF: 12 VIT +1,none
Trader's Slops,20,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 10,none
Beetle Subligar,21,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 12,none
Beetle Subligar +1,21,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 13 -3 Evasion +1,none
Garrison Hose,21,All Jobs,DEF: 9 STR +1 DEX +1,none
Cotton Brais,23,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 12,none
Great Brais,23,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 13,none
Chain Hose,24,WAR /PLD /DRK /BST /SAM /NIN,DEF: 16,none
Chain Hose +1,24,WAR / PLD / DRK / BST / SAM / NIN,DEF: 17,none
Martial Slacks,24,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 12 AGI +2 Evasion +3,none
Bastokan Subligar,25,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 12 VIT +1 Attack +3 Ranged Attack +3,none
Bodb's Slops,25,BLM / RDM / BLU,DEF: 11 MP +1 INT +1,none
Ea's Brais,25,WHM / BRD / SMN,DEF: 12 MP +1% CHR +1,none
Federation Sitabaki,25,MNK / SAM / NIN,DEF: 13 HP +8 Evasion +1,none
Freyr's Trousers,25,THF / BST / RNG / COR,DEF: 13 Attack +1 Ranged Accuracy +1,none
Kingdom Trousers,25,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 14 VIT +1 Evasion +3,none
Phobos's Cuisses,25,WAR / PLD / DRK / DRG,DEF: 16 STR +1 DEX +1,none
Republic Subligar,25,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 13 VIT +1 Attack +5 Ranged Attack +5,none
San d'Orian Trousers,25,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 13 VIT +1 Evasion +2,none
Shade Tights,25,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,"DEF: 14 ""Empty Killer""",none
Shade Tights +1,25,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,"DEF: 15 Evasion +1 ""Empty Killer""",none
Tsukikazu Haidate,25,MNK / SAM / NIN / PUP,DEF: 14 STR +1 DEX +1,none
Windurstian Sitabaki,25,MNK / SAM / NIN,DEF: 12 HP +6 Evasion +1,none
Brass Cuisses,27,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 15,none
Brass Cuisses +1,27,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 16,none
Wool Slops,28,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 13,none
Wool Slops +1,28,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 14,none
Black Hose,29,DRK,DEF: 16 STR +1 Enmity +1,none
Eisendiechlings,29,WAR / PLD,DEF: 17 VIT +1 AGI +1,none
Kampfdiechlings,29,WAR / PLD,DEF: 18 VIT +2 AGI +2,none
Seer's Slacks,29,WHM / BLM / SMN / PUP,DEF: 12 MP +9 INT +1,none
Seer's Slacks +1,29,WHM / BLM / SMN / PUP,DEF: 13 MP +10 INT +1,none
Shepherd's Hose,29,BST / DRG / SMN / PUP,DEF: 11 VIT +2 Pet: DEF +1 Evasion +3,This is a custom Horizon item.
Soil Sitabaki,29,MNK / SAM / NIN,DEF: 14 +1 +1,none
Soil Sitabaki +1,29,MNK / SAM / NIN,DEF: 15  +2  +2,none
Centurion's Cuisses,30,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 16 AGI +2,none
Garish Slacks,30,MNK / RDM / PLD / BRD / RNG / BLU,DEF: 15 On Earthsday: Evasion +2,none
Mercenary Captain's Hose,30,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 14 Evasion +2,none
Mist Slacks,30,MNK / RDM / PLD / BRD / RNG / BLU,DEF: 15 On Earthsdays: Evasion +2 Enchantment: Evasion Boost,none
Noct Brais,30,THF / RNG / COR,DEF: 12 DEX +1  +1 Ranged Accuracy +1,none
Noct Brais +1,30,THF / RNG / COR,DEF: 13 DEX +2  +2 Ranged Accuracy +2,none
Rubious Slacks,30,MNK / RDM / PLD / BRD / RNG / BLU,DEF: 16 On Earthsdays or Windsdays: Evasion +2,none
Strong Trousers,30,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 17,none
Studded Trousers,30,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 16,none
Custom Pants,31,All Jobs,DEF: 12 MP +32 STR -1 MND +3 CHR +1,none
Custom Slacks,31,All Jobs,DEF: 12 MP +32 STR -1 MND +3 CHR +1,none
Elder's Braguette,31,All Jobs,DEF: 12 MP +20 AGI +2 INT +1 CHR +2,none
Magna F Chausses,31,All Jobs,DEF: 12 HP +12 MP +12 DEX +2 AGI +2,none
Magna M Chausses,31,All Jobs,DEF: 12 HP +12 MP +12 DEX +2 AGI +2,none
Savage Loincloth,31,All Jobs,DEF: 12 MP +32 VIT +1 MND +1,none
Wonder Braccae,31,All Jobs,DEF: 12 HP +21 STR +1 VIT +2 MND +2,none
Bastokan Cuisses,34,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 17 AGI +2 In areas under own nation's control: Attack +5 Ranged Attack +5,none
Federation Brais,34,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 16 Evasion +2 In areas under own nation's control: HP +12,none
Linen Slacks,34,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 15,none
Linen Slacks +1,34,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 16,none
Republic Cuisses,34,WAR / RDM / PLD / DRK / BST / RNG SAM / DRG / BLU,DEF: 18 AGI +2 In areas under own nation's control: Attack +7 Ranged Attack +7,none
Windurstian Brais,34,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 15 Evasion +2 In areas under own nation's control: HP +10,none
Enlil's Brayettes,35,WHM / BRD / SMN,DEF: 15 CHR +1 Enmity -1 MP +1%,none
Freya's Trousers,35,THF / BST / RNG / COR,DEF: 16 Accuracy +1 Attack +1 Ranged Accuracy +1,none
Hikazu Hakama,35,MNK / SAM / NIN / PUP,DEF: 17 STR +1 DEX +1 Attack +1,none
Iron Subligar,35,WAR / MNK / RDM / THF / PLD / DRK BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 17,none
Iron Subligar +1,35,WAR / MNK / RDM / THF / PLD / DRK BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 18,none
Macha's Slops,35,BLM / RDM / BLU,DEF: 14 MP +1 INT +1 MND +1,none
Hose,36,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 17,none
Hose +1,36,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 18,none
Silver Hose,36,WAR / PLD / DRK / BST / SAM / NIN,DEF: 20,none
Silver Hose +1,36,WAR / PLD / DRK / BST / SAM / NIN,DEF: 21,none
Jujitsu Sitabaki,37,MNK / SAM / NIN,DEF: 18 DEX +1 VIT +1,none
Cuir Trousers,38,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 20,none
Cuir Trousers +1,38,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 21,none
Mage's Slops,38,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 18 MP +2,none
Velvet Slops,38,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 17,none
Argent Hose,40,All Jobs,Cannot Equip Footgear DEF: 4,none
Ceremonial Hose,40,All Jobs,DEF: 2 CHR +1,none
Combat Caster's Slacks,40,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 17 Attack +5 Evasion +5,added Attack +5
Cuisses,40,WAR / PLD / DRK,DEF: 23,none
Cuisses +1,40,WAR / PLD / DRK,DEF: 24,none
Iron Cuisses,40,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 21,none
Iron Cuisses +1,40,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 22,none
Magic Slacks,40,WHM / BLM / BRD / SMN / PUP,DEF: 16 INT +2 MND +2 Enchantment: Restore MP,none
Opaline Hose,40,All Jobs,DEF: 2,none
Platino Hose,40,All Jobs,Cannot Equip Footgear DEF: 4 CHR +2,none
Royal Squire's Breeches,40,WAR / PLD / DRK / BST / SAM / NIN,DEF: 22 DEX +1 AGI +1,none
Frog Trousers,42,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 19 HP -5 MP +20 +7,none
Combat Caster's Slacks +1,43,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 18 Attack +5 Evasion +5 In areas under own nation's control: MP +14,added Attack +5
Combat Caster's Slacks +2,43,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 19 Attack +5 Evasion +5 In areas under own nation's control: MP +16,added Attack +5
Royal Squire's Breeches +1,43,WAR / PLD / DRK / BST / SAM / NIN,DEF: 23 DEX +1 AGI +1 In areas under own nation's control: HP +14,none
Royal Squire's Breeches +2,43,WAR / PLD / DRK / BST / SAM / NIN,DEF: 24 DEX +1 AGI +1 In areas under own nation's control: HP +16,none
Haidate,44,SAM,DEF: 21,none
Haidate +1,44,SAM,DEF: 22,none
Alumine Brayettes,45,WAR / PLD / DRK / BST / SAM / NIN,DEF: 22 STR +1 DEX +1 AGI -1 Attack +1 Accuracy +1 Evasion -1,"STR +1 added
DEX +1 added
AGI -1 added
Attack +1 added
Accuracy +1 added
Evasion -1 added"
Carapace Subligar,45,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 22,none
Carapace Subligar +1,45,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 23 -3 Evasion +1,none
Luisant Brayettes,45,WAR / PLD / DRK / BST / SAM / NIN,DEF: 22 STR +1 DEX +1 AGI -2 Attack +2 Accuracy +2,Accuracy +2 instead of Accuracy +1
Shock Subligar,45,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,"DEF: 22 Enchantment: ""Shock Spikes"" effect",none
Breeches,46,WAR / PLD / DRK / BST / SAM / NIN,DEF: 25,none
Breeches +1,46,WAR / PLD / DRK / BST / SAM / NIN,DEF: 26,none
Bravo's Subligar,47,THF,DEF: 20 Ranged Accuracy +3 Haste +2%,none
Blaze Hose,48,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,"DEF: 22 Enchantment: ""Blaze Spikes""",none
Dino Trousers,48,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 26 +4 -1,none
Ice Trousers,48,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,"DEF: 25 +3 -1 Enchantment: ""Ice Spikes""",none
Magic Cuisses,48,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 26 INT +3 MND +3,none
Raptor Trousers,48,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 25 +3 -1,none
Wool Hose,48,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 22,none
Wool Hose +1,48,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 23,none
Mythril Cuisses,49,WAR / PLD / DRK,DEF: 28,none
Mythril Cuisses +1,49,WAR / PLD / DRK,DEF: 29 INT +1 +1 +3,none
Shinobi Hakama,49,MNK / SAM / NIN,DEF: 23,none
Shinobi Hakama +1,49,MNK / SAM / NIN,DEF: 24 AGI +1,none
Aikido Koshita,50,MNK,"DEF: 20 ""Counter"" +2",none
Aquarius Subligar,50,MNK,DEF: 23 VIT +1,none
Aries Subligar,50,BLM / SMN,"DEF: 23 ""Conserve MP"" +1",none
Austere Slops,50,SMN,DEF: 19 VIT -1 MND +2 CHR -1 Summoning Magic Skill +3,none
Cancer Subligar,50,SAM,"DEF: 23 ""Store TP"" +1",none
Capricornus Subligar,50,WHM / SMN,DEF: 23 HP recovered while healing +1,none
Crow Hose,50,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 20 Evasion +5 Enmity -5,none
Darksteel Codpiece,50,WAR / BST,DEF: 27 CHR +3,none
Falconer's Hose,50,DRG,DEF: 27 Wyvern: HP +30,none
Gemini Subligar,50,THF,DEF: 23 Ranged Accuracy +1,none
Iron Musketeer's Cuisses,50,WAR / PLD / DRK,DEF: 29 AGI +2,none
Leo Subligar,50,DRG,DEF: 23 Wyvern: HP recovered while healing +1,none
Libra Subligar,50,RDM / BRD / BLU / PUP,DEF: 23 MP recovered while healing +1,none
Nokizaru Hakama,50,NIN,DEF: 26 AGI +3 Enmity +1,none
Penance Slops,50,SMN,DEF: 20 VIT -2 INT +4 MND +4 CHR -2 Summoning Magic Skill +4,none
Pisces Subligar,50,WAR / PLD,DEF: 24 HP +10,none
Raven Hose,50,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 21 Evasion +6 Enmity -6,none
Sable Cuisses,50,DRK,"DEF: 24 Attack +1 Enhances ""Souleater"" effect",none
Sagittarius Subligar,50,DRK,DEF: 23 Attack +1,none
Scorpius Subligar,50,RDM,DEF: 23 MP +10,none
Shinimusha Haidate,50,SAM,"DEF: 27 ""Store TP"" +6",none
Steel Cuisses,50,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 26,none
Steel Cuisses +1,50,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 27,none
Tactician Magician's Slops,50,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 22 +6,none
Taurus Subligar,50,NIN,DEF: 23 AGI+1,none
Virgo Subligar,50,RNG / COR,DEF: 23 Ranged Attack +1,none
War Hose,50,RDM,DEF: 20 Accuracy +1 Attack +2 Evasion +2,none
White Slacks,50,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 21,none
White Slacks +1,50,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 22 MND +1,none
Femina Subligar,51,All Jobs,DEF: 30 +9,none
Vir Subligar,51,All Jobs,DEF: 30 +9,none
Corsair's Culottes,52,COR,DEF: 28 HP +20 INT +3 Enmity -3,none
Drachen Brais,52,DRG,"DEF: 27 HP +15 Accuracy +3  +10 Enhances ""Ancient Circle"" effect Wyvern: HP +10%",Accuracy +3
Evoker's Spats,52,SMN,DEF: 25 MP +15 Evasion skill +10 Avatar: Enhances accuracy Enmity -2,none
Iron Musketeer's Cuisses +1,52,WAR / PLD / DRK,DEF: 30 AGI +2 In areas under own nation's control: STR +3,none
Iron Musketeer's Cuisses +2,52,WAR / PLD / DRK,DEF: 31 AGI +2 In areas under own nation's control: STR +4,none
Ninja Hakama,52,NIN,DEF: 29 HP +15 Ranged Accuracy +10 Nighttime: Evasion +10,none
Tactician Magician's Slops +1,52,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 23 +6 In areas under own nation's control: MND +3,none
Tactician Magician's Slops +2,52,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 24 +6 In areas under own nation's control: MND +4,none
Magi Slops,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 24 HP +11 MP +11 +2,none
Master's Sitabaki,53,MNK / SAM / NIN,DEF: 25 DEX +1 VIT +1 AGI +1,none
Master's Sitabaki +1,53,MNK / SAM / NIN,DEF: 26 DEX +2 VIT +2 AGI +2,none
Silk Slops,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 23,none
Silk Slops +1,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 24 +2,none
Silken Slops,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 23 HP +10 MP +10,none
Magus Shalwar,54,BLU,DEF: 33 HP +20 VIT +3 AGI +3 Spell interruption rate down 10%,none
Myochin Haidate,54,SAM,DEF: 30 HP +15 STR +3 +10 Parrying skill +5,none
Akinji Salvars,55,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 31 HP -12 Ranged Accuracy +3 Ranged Attack +4 Evasion +4,none
Jaridah Salvars,55,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 30 HP -12 Ranged Accuracy +2 Ranged Attack +3 Evasion +3,none
Royal Knight's Breeches,55,WAR / PLD / DRK / BST / SAM / NIN,DEF: 30 STR +2 DEX +2 Attack +3,none
Chaos Flanchard,56,DRK,DEF: 31 HP +15 INT +3 DEX +2 Evasion +5 Parrying Skill +10,DEX +2
Choral Cannions,56,BRD,DEF: 27 HP +12 STR +5 Wind Instrument skill +3 Enmity -1,none
Healer's Pantaloons,56,WHM,DEF: 28 MP +15 VIT +3 Divine Magic skill +15 Enmity -1,none
Hunter's Braccae,56,RNG,"DEF: 27 AGI +2 HP +15 MND +5 Enhances ""Sharpshot"" effect",AGI +2
Rogue's Culottes,56,THF,"DEF: 32 HP +15 AGI +4 Shield Skill +10 ""Steal"" +1",none
Warlock's Tights,56,RDM,DEF: 33 MP +13 MND +3 Healing Magic Skill +10 Enhancing magic skill +15,none
