Name,Level,Jobs,Stats,Horizon Changes
Dobson Bandana,39,All Jobs,"AGI +3 Evasion +5 Enhances ""Resist Poison"" effect",none
Dobson Bandanna,39,All Jobs,"AGI +3 Evasion +5 Enhances ""Resist Poison"" effect",none
Sinister Mask,39,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 12 STR +2 VIT -2 INT +2 MND -2,none
Buffalo Helm,40,BST / DRG / SMN,DEF: 7 CHR +2 Pet: Magic Accuracy +6,This is a custom Horizon item.
Electrum Hairpin,40,All Jobs,HP -10 MP +25,none
Gala Corsage,40,All Jobs,DEF: 2 CHR +1,none
Iron Musketeer's Armet,40,WAR / PLD / DRK,DEF: 17 VIT +2,none
Lilac Corsage,40,All Jobs,DEF: 2,none
Sallet,40,WAR / PLD / DRK,DEF: 16,none
Sallet +1,40,WAR / PLD / DRK,DEF: 17,none
Spelunker's Hat,40,All Jobs,Accuracy -10 Ranged Accuracy -10 Evasion -10,none
Rain Hat,41,All Jobs,"MP +20 MND +2 CHR +2 Rainy Weather: Adds ""Regen"" effect",none
Voyager Sallet,41,All Jobs,STR +3 DEX +4,none
Iron Musketeer's Armet +1,43,WAR / PLD / DRK,DEF: 18 VIT +2 In areas under own nation's control: MP +14,none
Iron Musketeer's Armet +2,43,WAR / PLD / DRK,DEF: 19 VIT +2 In areas under own nation's control: MP +16,none
Valkyrie's Mask,43,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 16 MP +10 Attack +7,none
Walkure Mask,43,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 11 HP +15 Attack +6,none
Corsair's Hat,44,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 14 DEX +1 +8 -6 +8,none
Corsair's Hat +1,44,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 15 DEX +2 +9 -6 +9,none
Zunari Kabuto,44,SAM,DEF: 15,none
Zunari Kabuto +1,44,SAM,DEF: 16,none
Alumine Haubert,45,WAR / PLD / DRK / BST / SAM / NIN,DEF: 30 STR +1 DEX +1 Attack +2 Accuracy +2 Evasion -10,"STR +1 added
DEX +1 added
Attack +2 added
Accuracy +2 added
Evasion -10 added"
Alumine Salade,45,WAR / PLD / DRK / BST / SAM / NIN,DEF: 16 STR +1 DEX +1 AGI -1 Attack +1 Accuracy +1 Evasion -2,"STR +1 DEX +1 AGI -1
Attack +1 Accuracy +1
Evasion -2"
Carapace Mask,45,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 16,none
Carapace Mask +1,45,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 17 -3 Evasion +1,none
Luisant Haubert,45,WAR / PLD / DRK / BST / SAM / NIN,DEF: 30 STR +2 DEX +2 Attack +3 Accuracy +3 Evasion -12,none
Luisant Salade,45,WAR / PLD / DRK / BST / SAM / NIN,DEF: 16 STR +1 DEX +1 AGI -1 Attack +2 Accuracy +2 Evasion -3,"Accuracy +2 instead of Accuracy +1
Attack +2 instead of Attack +1"
Namru's Tiara,45,WHM / BRD / SMN,DEF: 15 MP +10 Enhancing Magic skill +2,none
Neit's Crown,45,BLM / RDM / BLU,DEF: 15 INT +2 MND +2 Magic Accuracy +1,none
Banded Helm,46,WAR / PLD / DRK / BST / SAM / NIN,DEF: 18,none
Banded Helm +1,46,WAR / PLD / DRK / BST / SAM / NIN,DEF: 19,none
Jester's Headband,46,All Jobs,DEF: 8 DEX -1 CHR +2 Evasion +4,none
Juggler's Headband,46,All Jobs,DEF: 9 DEX +2 CHR -1 Evasion +5,none
Dino Helm,48,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 19 +3 -1,none
Raptor Helm,48,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 18  +2  -1,none
Steel Visor,48,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 18,none
Steel Visor +1,48,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 19,none
Wool Cap,48,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 16,none
Wool Cap +1,48,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 17,none
Mythril Sallet,49,WAR/PLD/DRK,DEF: 20,none
Mythril Sallet +1,49,WAR / PLD / DRK,DEF: 21 INT +2 -1 +3,none
Shinobi Hachigane,49,MNK / SAM / NIN,DEF: 17,none
Shinobi Hachigane +1,49,MNK/SAM/NIN,DEF: 18  +3,none
Austere Hat,50,SMN,DEF: 13 MP +8 CHR -1 Summoning Magic skill +2 Blood Pact ability delay -2,none
Blue Ribbon,50,All Jobs,48,none
Crow Beret,50,MNK / WHM / RDM / THF / PLD / BST BRD / DRG / SMN / BLU / COR / PUP,DEF: 15 Evasion +4 Enmity -7,none
Gold Hairpin,50,All Jobs,HP -12 MP +30,none
Gold Hairpin +1,50,All Jobs,HP -12 MP +33,none
Penance Hat,50,SMN,DEF: 14 MP +8 CHR -2 Summoning Magic skill +3 Blood Pact ability delay -3,none
Raven Beret,50,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 16 Evasion +5 Enmity -8,none
Rival Ribbon,50,All Jobs,DEF: 15 MP +16 Enmity +2,none
Shock Mask,50,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 19 Attack +4 Ranged Accuracy -4 Evasion +4 Converts 10 MP to HP,none
Storm Turban,50,All Jobs,"DEF: 15 MP +18 ""Magic Def. Bonus"" +2 MP recovered while healing +1",none
Storm Zucchetto,50,All Jobs,DEF: 15 Accuracy +4 Magic Accuracy +2,none
Tactician Magician's Hat,50,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 16,none
Elegant Ribbon,51,All Jobs,Increases resistance to all status ailments,none
Vampire Mask,51,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 17 Nighttime:: Accuracy +3,none
Mana Circlet,52,WHM / BLM / RDM / BRD / SMN,DEF: 9 MP +22,none
Super Ribbon,52,All Jobs,HP +5 MP +5 STR +1 DEX +1 VIT +1 AGI +1 INT +1 MND +1 CHR +1 Accuracy +1 Attack +1 Ranged Accuracy +1 Ranged Attack +1 Evasion +1,none
Tactician Magician's Hat +1,52,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 18 In areas under own nation's control: INT +3 MND +3,none
Tactician Magician's Hat +2,52,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 19 In areas under own nation's control: INT +4 MND +4,none
Magi Hat,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 18 HP +19 MP +19 MND +1,none
Monsoon Jinpachi,53,MNK / SAM / NIN,DEF: 18 Rainy weather: Evasion +8,none
Silk Hat,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 17,none
Silk Hat +1,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 18 MND +1,none
Silken Hat,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 17 HP +18 MP +18,none
Choral Roundlet,54,BRD,DEF: 15 HP +11 MND +2 CHR +2 Parrying skill +5 Enmity -1,MND +2 CHR +2 instead of MND +3
Healer's Cap,54,WHM,DEF: 21 MP +13 MND +4 +15 Enmity -1,none
Hunter's Beret,54,RNG,"DEF: 21 HP +13 INT +3 Ranged Attack +5 Increases ""Rapid Shot"" activation rate",none
Rogue's Bonnet,54,THF,"DEF: 23 HP +13 INT +5 DEX +2 Parrying Skill +10 ""Steal"" +1",DEX +2
Silk Headband,54,All Jobs,DEF: 9 Evasion +5,none
Silk Headband +1,54,All Jobs,DEF: 10 Evasion +7,none
Akinji Khud,55,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 22 HP -5 Attack +3 Ranged Attack +2,none
Jaridah Khud,55,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 21 HP -5 Attack +2 Ranged Attack +1,none
Royal Knight's Bascinet,55,WAR / PLD / DRK / BST / SAM / NIN,DEF: 22 STR +1 DEX +1,none
Beast Helm,56,BST,"DEF: 22 HP +15 INT +5 MND +3 Increases ""Tame"" success rate ""Charm"" +4 Pet:Magic Accuracy +5","Pet: Magic Accuracy +5

MND +3

Currently the .DAT is bugged and does not reflect the +3mnd"
Fighter's Mask,56,WAR,DEF: 24 HP +15 DEX +3 INT +1 Enmity +1,none
Gallant Coronet,56,PLD,"DEF: 24 HP +12 MND +3 Enhances ""Cover"" effect Enmity +2",none
Ninja Hatsuburi,56,NIN,DEF: 21 HP +10 AGI +3 CHR +5  +10 Ninjutsu Skill +5,AGI+3 was added
Temple Crown,56,MNK,"DEF: 21 HP +16 MND +5 Attack +5Enhances ""Focus"" effect",Attack +5
