Name,Level,Damage,Delay,DPS,Description,Jobs
Imperial Bow,70,75,540,8.33,Assault: DMG:77 Ranged Accuracy+10,WAR / PLD / DRK / RNG / SAM
Mighty Bow,70,53,450,7.07,"Ranged Accuracy+5
On Windsdays: DMG:63 +15","WAR / RDM / THF / PLD / DRK / BST /
RNG / SAM / NIN"
Rosenbogen,70,38,360,6.33,HP+10 VIT+3,"WAR / RDM / THF / PLD / DRK / BST /
RNG / SAM / NIN"
Rosenbogen +1,70,39,350,6.69,"HP+12 VIT+4
Ranged Accuracy+3","WAR / RDM / THF / PLD / DRK / BST /
RNG / SAM / NIN"
Arco de Velocidad,71,28,300,5.6,"HP+10 STR+1
Daytime: Adds ""Regen"" effect","WAR / RDM / THF / PLD / DRK / BST /
RNG / SAM / NIN"
Bow of Trials,71,39,360,6.5,Latent effect: HP+20 +10 +10,RNG
Cobra Bow,71,77,524,8.82,"Ranged Accuracy+5
Enhances ""Resist Blind"" effect",WAR / PLD / DRK / RNG / SAM
Imperial Kaman,71,38,360,6.33,"Depending on day: Increases elemental
weapon skill damage","WAR / RDM / THF / PLD / DRK / BST /
RNG / SAM / NIN"
Mst.Cst. Bow,71,77,540,8.56,"Enhances ""Resist Blind"" effect
Citizens of Windurst:
Ranged Accuracy+7",WAR / PLD / DRK / RNG / SAM
Shigeto Bow,71,75,600,7.5,"Ranged Attack+15
SAM: Ranged Accuracy+7",RNG / SAM
Shigeto Bow +1,71,76,582,7.84,"Ranged Attack+16
SAM: Ranged Accuracy+8",RNG / SAM
Expunger,72,26,360,4.33,"Ranged Accuracy+9
Latent effect: DMG:39","WAR / RDM / THF / PLD / DRK / BST /
RNG / SAM / NIN"
Ifrit's Bow,72,40,360,6.67,"STR+3
Ranged Attack+10
Latent effect:
Increases rate of critical hits","WAR / RDM / THF / PLD / DRK / BST /
RNG / SAM / NIN"
Martial Bow,72,67,540,7.44,TP Bonus,WAR / PLD / DRK / RNG / SAM
Perdu Bow,73,38,360,6.33,Latent effect: DMG:42,"WAR / RDM / THF / PLD / DRK / BST /
RNG / SAM / NIN"
Rune Bow,73,38,360,6.33,"Latent effect:
Ranged Accuracy+5 Enmity-2","WAR / BLM / RDM / THF / PLD / DRK /
BST / BRD / RNG / SAM / NIN / SMN /
BLU"
Astrild,75,70,524,8.02,,RNG
Cerberus Bow,75,72,600,7.2,AGI+2 +13 +13,WAR / PLD / DRK / RNG / SAM
Cerberus Bow +1,75,73,582,7.53,"AGI+4 +14 +14
Ranged Attack+24",WAR / PLD / DRK / RNG / SAM
Dynamis Bow,75,68,540,7.56,In Dynamis: +9,RNG / SAM
Fay Gendawa,75,72,540,8,,RNG
Futatokoroto,75,81,540,9,"In Dynamis: ""Namas Arrow""",RNG / SAM
Goshawk,75,39,512,4.57,,RNG
Gyrfalcon,75,55,540,6.11,,RNG
Kestrel,75,57,524,6.53,,RNG
Lamian Kaman,75,19,270,4.22,"MP+10
""Magic Def. Bonus""+1","WAR / RDM / THF / PLD / DRK / BST /
RNG / SAM / NIN"
Lamian Kaman -1,75,10,540,1.11,Ranged Accuracy-8,"WAR / RDM / THF / PLD / DRK / BST /
RNG / SAM / NIN"
Lamian Kaman +1,75,20,261,4.6,"MP+12
Ranged Accuracy+8
""Magic Def. Bonus""+2","WAR / RDM / THF / PLD / DRK / BST /
RNG / SAM / NIN"
Relic Bow,75,1,999,0.06,,RNG / SAM
Sparrow,75,50,524,5.73,,RNG
Wolver Bow,75,1,540,0.11,In Dynamis: +7,RNG / SAM
Yoichinoyumi,75,81,524,9.27,"Ranged Accuracy+20
Ranged Attack+10
""Namas Arrow""",RNG / SAM
