Name,Level,Jobs,Stats,Horizon Changes
Harmonia's Torque,72,All Jobs,DEF: 7 STR +2 VIT -5 Enmity +3,none
Justice Torque,73,All Jobs,STR +5 Scythe Skill +7 Great Katana +7,none
Prudence Torque,73,All Jobs,INT +5 Great Sword skill +7 Club skill +7,none
Love Torque,73,All Jobs,DEX +5 Dagger skill +7 Polearm skill +7,none
Fortitude Torque,73,All Jobs,VIT +5 Sword Skill +7 Great Axe Skill +7,none
Temperance Torque,73,All Jobs,CHR +5 Axe Skill +7 Staff Skill +7,none
Ace's Locket,74,DRK / SAM / DRG,"Latent effect: ""Counter"" +5",none
Almah Torque,74,All Jobs,"""Store TP"" +2 ""Subtle Blow"" +2",none
Qiqirn Collar,74,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 3 Accuracy -4 Attack -4 Ranged Accuracy +4 Ranged Attack +8,none
9999's Broken Collar,75,WHM / BLM / RDM,"""Double Attack"" +2%",This is a Custom HorizonXI item.
Dream Collar,75,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,"""Triple Attack"" +2%",This is a Custom HorizonXI item.
Berserker's Torque,75,WAR / PLD / DRK / SAM / DRG,"Latent effect: ""Regain"" +10",none
Chi Necklace,75,All Jobs,"MP +20 Salvage: ""Conserve MP"" +2 Divine magic skill +3",none
Colossus's Torque,75,All Jobs,#ERROR!,none
Kappa Necklace,75,All Jobs,"Ranged Attack +8 Salvage: Adds ""Recycle"" effect ""Ninja Tool Expertise""",none
Mu Necklace,75,All Jobs,Evasion +5 Salvage: Shield skill +3 Parrying skill +3,none
Orochi Nodowa,75,All Jobs,"DEF: 1 Attack +6 Enhances ""Resist Poison"" effect Adds ""Regen"" effect",none
Orochi Nodowa +1,75,All Jobs,"DEF: 2 Attack +7 Enhances ""Resist Poison"" effect Adds ""Regen"" effect",
Phi Necklace,75,All Jobs,MP recovered while healing +3 Salvage: Healing Magic Skill +3 Enfeebling Magic Skill +3,none
Rho Necklace,75,All Jobs,DEF: 10 HP +30 Salvage: DEF: 20 Summoning Magic skill +3,none
Sushomi's Beginners Guide to Healing,{{{level}}},All Jobs,None,
