Name,Level,Jobs,Stats,Horizon Changes
Lizard Gloves,17,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 5,none
Cotton Tekko,18,MNK / SAM / NIN,DEF: 5,none
Cotton Tekko +1,18,MNK / SAM / NIN,DEF: 6,none
Baron's Cuffs,20,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 6 MP +4 MND +1,none
Carbuncle Mitts,20,SMN,DEF: 5 MP +14,none
Garrison Gloves,20,All Jobs,DEF: 4 VIT +1 INT +1,none
Mercenary's Tekko,20,MNK / SAM / NIN,DEF: 5 Accuracy +1 Ranged Accuracy +1,New stats of Accuracy +1 Ranged Accuracy +1 added.
Trader's Cuffs,20,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 5,none
White Mitts,20,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 4,none
White Mitts +1,20,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 5 MP +3 Evasion +2,none
Beetle Mittens,21,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 6,none
Beetle Mittens +1,21,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 7 -3 Evasion +1,none
Cotton Gloves,23,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 6,none
Great Gloves,23,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 7,none
Chain Mittens,24,WAR / PLD / DRK / BST / SAM / NIN,DEF: 7,none
Chain Mittens +1,24,WAR / PLD / DRK / BST / SAM / NIN,DEF: 8,none
Bodb's Cuffs,25,BLM / RDM / BLU,DEF: 6 MP +1 Accuracy +1,none
Ea's Dastanas,25,WHM / BRD / SMN,DEF: 6 MND +1 CHR +1,none
Federation Tekko,25,MNK / SAM / NIN,DEF: 7 Accuracy +3 Ranged Accuracy +3,none
Freyr's Gloves,25,THF / BST / RNG / COR,DEF: 7 Attack +1 Ranged Attack +1,none
Mycophile Cuffs,25,WHM / BLM / SMN,DEF: 6 INT +1 MND +2 Enmity -2,none
Phobos's Gauntlets,25,WAR / PLD / DRK / DRG,DEF: 7 STR +1 VIT +1,none
Shade Mittens,25,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,"DEF: 7 ""Empty Killer""",none
Shade Mittens +1,25,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,"DEF: 8 Evasion +1 ""Empty Killer""",none
Tsukikazu Gote,25,MNK / SAM / NIN / PUP,DEF: 7 Accuracy +1 Evasion +1,none
Windurstian Tekko,25,MNK / SAM / NIN,DEF: 6 Accuracy +2 Ranged Accuracy +2,none
Brass Finger Gauntlets,27,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 7,none
Brass Finger Gauntlets +1,27,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 8,none
Custom F Gloves,27,All Jobs,DEF: 6 HP +12 MP +4 STR +3 DEX +3 VIT -1 AGI -1,none
Custom M Gloves,27,All Jobs,DEF: 6 HP +12 MP +4 STR +3 DEX +3 VIT -1 AGI -1,none
Devotee's Mitts,27,MNK / WHM / BLM / RDM / PLD / BRD / SMN/ BLU / PUP,DEF: 5 MP +8 INT -4 MND 5,none
Devotee's Mitts +1,27,MNK / WHM / BLM / RDM / PLD / BRD / SMN/ BLU / PUP,None,
Elder's Bracers,27,All Jobs,DEF: 6 MP +32 INT +2,none
Magna Gauntlets,27,All Jobs,DEF: 6 MP +24 DEX +2 INT +1,none
Magna Gloves,27,All Jobs,DEF: 6 MP +24 DEX +2 INT +1,none
Savage Gauntlets,27,All Jobs,DEF: 6 MP +16 VIT +4 MND +2,none
Wonder Mitts,27,All Jobs,DEF: 6 HP +12 STR +3,none
Wool Cuffs,28,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 6,none
Wool Cuffs +1,28,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 7 AGI +1 +3,none
Eisenhentzes,29,WAR / PLD,DEF: 9 VIT +1,none
Kampfhentzes,29,WAR / PLD,DEF: 10 VIT +2,none
Seer's Mitts,29,WHM / BLM / SMN / PUP,DEF: 5 INT +1 MND +1,none
Seer's Mitts +1,29,WHM / BLM / SMN / PUP,DEF: 6 INT +2 MND +2,none
Soil Tekko,29,MNK / SAM / NIN,DEF: 7 +1 +1,none
Soil Tekko +1,29,MNK / SAM / NIN,DEF: 8 +2 +2,none
Aiming Gloves,30,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 7 Enchantment: Ranged Accuracy +3,none
Centurion's Finger Gauntlets,30,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 8 DEX +1,none
Garish Mitts,30,MNK / RDM / PLD / BRD / RNG / BLU,DEF: 9 On Earthsday: Evasion +2,Recipe seems to be disables as of now.
Gigas Bracelets,30,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 9 HP +15 STR +3 DEX -2 AGI -2,none
Mercenary Captain's Gloves,30,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 6 AGI +1,none
Mist Mitts,30,MNK / RDM / PLD / BRD / RNG / BLU,DEF: 9 On Earthsdays: Evasion +2 Enchantment: Evasion Boost,none
Noct Gloves,30,THF / RNG / COR,DEF: 5  +1 Ranged Accuracy +1,none
Noct Gloves +1,30,THF / RNG / COR,DEF: 6  +2 Ranged Accuracy +2,none
Royal Squire's Mufflers,30,WAR / PLD / DRK / BST / SAM / NIN,DEF: 8 Accuracy +2,none
Rubious Mitts,30,MNK / RDM / PLD / BRD / RNG / BLU,DEF: 10 On Earthsdays or Windsdays: Evasion +2,none
Strong Gloves,30,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 8,none
Studded Gloves,30,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 7,none
Bastokan Finger Gauntlets,34,WAR / RDM / PLD / DRK / BST / RNG SAM / DRG / BLU,DEF: 9 DEX +1 In areas under own nation's control: STR +1,none
Federation Gloves,34,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 8 AGI +1 In areas under own nation's control: Attack +7 Ranged Attack +7,none
Horomusha Kote,34,MNK / SAM / NIN,DEF: 7 Attack +15,none
Kingdom Mufflers,34,WAR / PLD / DRK / BST / SAM / NIN,DEF: 10 Accuracy +2 In areas under own nation's control: MP +12,none
Linen Mitts,34,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 7,none
Linen Mitts +1,34,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 8,none
Ochimusha Kote,34,MNK / SAM / NIN,DEF: 8 -8 +8 Attack +20 Evasion -5,Obtainable from the BCNM Divine Punishers and not from the NM Mee Deggi the Punisher.
Ochiudo's Kote,34,MNK / SAM / NIN,DEF: 8 -8 +8 Attack +20 Evasion -5,Obtainable via from Mee Deggi the Punisher and not from BCNM.
Republic Finger Gauntlets,34,WAR / RDM / PLD / DRK / BST / RNG SAM / DRG / BLU,DEF: 10 DEX +1 In areas under own nation's control: STR +2,none
San d'Orian Mufflers,34,WAR / PLD / DRK / BST / SAM / NIN,DEF: 9 Accuracy +2 In areas under own nation's control: MP +10,none
Shepherd's Bracers,34,BST / DRG / SMN / PUP,DEF: 10 HP recovered while healing +1 Pet: Adds Regen Effect,This is a custom Horizon item.
Windurstian Gloves,34,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 7 AGI +1 In areas under own nation's control: Attack +5 Ranged Attack +5,none
Deimos's Gauntlets,35,WAR / PLD / DRK / DRG,DEF: 9 STR +1 VIT +1 Accuracy +1,none
Enlil's Kolluks,35,WHM / BRD / SMN,DEF: 7 MND +1 CHR +1 Enmity -1,none
Freya's Gloves,35,THF / BST / RNG / COR,DEF: 8 AGI +1 Attack +1 Ranged Attack +1,none
Hikazu Gote,35,MNK / SAM / NIN / PUP,"DEF: 8 Accuracy +1 Evasion +1 ""Subtle Blow"" +1",none
Iron Mittens,35,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 8,none
Iron Mittens +1,35,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 9,none
Macha's Cuffs,35,BLM / RDM / BLU,DEF: 7 MP +1 Accuracy +1 Attack +1,none
Bracers,36,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 8,none
Bracers +1,36,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 9,none
New Moon Armlets,36,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN/ BLU / COR / PUP,DEF: 8 MP +8,none
Sennight Bangles,36,All Jobs,DEF: 9Weekday: Magic Accuracy +1,none
Silver Mittens,36,WAR / PLD / DRK / BST / SAM / NIN,DEF: 9,none
Silver Mittens +1,36,WAR / PLD / DRK / BST / SAM / NIN,DEF: 10,none
Iron Finger Gauntlets,37,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 9,none
Iron Finger Gauntlets +1,37,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 10,none
Cuir Gloves,38,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 9,none
Cuir Gloves +1,38,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 10,none
Mage's Cuffs,38,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 9 AGI +2 +5,none
Velvet Cuffs,38,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 8,none
Combat Caster's Mitts,40,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 8 Attack +5,none
Gauntlets,40,WAR / PLD / DRK,DEF: 11,none
Gauntlets +1,40,WAR / PLD / DRK,DEF: 12,none
Iron Musketeer's Gauntlets,40,WAR / PLD / DRK,DEF: 12 Ranged Accuracy +5,none
Ogygos's Bracelets,40,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 11 HP +20 STR +5 DEX -3 AGI -3,none
Palmer's Bangles,41,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,"DEF: 9 Enchantment: ""Gilfinder""",none
Silver Bangles,41,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 9,none
Silver Bangles +1,41,WHM / MNK / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 10,none
Combat Caster's Mitts +1,43,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 9 Attack +5 In areas under own nation's control: HP +14,none
Combat Caster's Mitts +2,43,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 10 Attack +5 In areas under own nation's control: HP +16,none
Iron Musketeer's Gauntlets +1,43,WAR / PLD / DRK,DEF: 13 Ranged Accuracy +5 In areas under own nation's control: STR +2,none
Iron Musketeer's Gauntlets +2,43,WAR / PLD / DRK,DEF: 14 Ranged Accuracy +5 In areas under own nation's control: STR +3,none
Monsoon Tekko,43,MNK / SAM / NIN,DEF: 10 Rainy weather: Accuracy +8,none
Alumine Moufles,45,WAR / PLD / DRK / BST / SAM / NIN,DEF: 10 STR +1 DEX +1 AGI -2 Attack +1 Accuracy +1 Evasion -1,"STR +1 added
DEX +1 added
AGI -2 added
Attack +1 added
Accuracy +1 added
Evasion -1 added"
Ate's Gauntlets,45,WAR / PLD / DRK / DRG,"DEF: 12 STR +2 Attack +2 ""Magic Atk. Bonus"" +1 Enmity +1",none
Carapace Mittens,45,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 10,none
Carapace Mittens +1,45,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 11 -3 Evasion +1,none
Concealing Cuffs,45,WHM / BLM / BRD / SMN / PUP,DEF: 9 Enmity -5,none
Engineer's Gloves,45,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP / DNC / GEO / RUN,DEF: 10 VIT +1 INT +1,
Luisant Moufles,45,WAR / PLD / DRK / BST / SAM / NIN,DEF: 10 STR +1 DEX +1 AGI -3 Attack +2 Accuracy +2 Evasion -2,none
Kote,46,SAM,DEF: 10,none
Kote +1,46,SAM,DEF: 11,none
Mufflers,46,WAR / PLD / DRK / BST / SAM / NIN,DEF: 12,none
Mufflers +1,46,WAR / PLD / DRK / BST / SAM / NIN,DEF: 13,none
Turtle Bangles,47,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 10,none
Turtle Bangles +1,47,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 11,none
Dino Gloves,48,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 13 +3 -1,none
Raptor Gloves,48,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 12 +2 -1,none
Steel Finger Gauntlets,48,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 12,none
Steel Finger Gauntlets +1,48,WAR / RDM / PLD / DRK / BST / RNG / SAM / DRG / BLU,DEF: 13,none
Wool Bracers,48,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 10,none
Wool Bracers +1,48,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 11,none
Mythril Gauntlets,49,WAR / PLD / DRK,DEF: 13,none
Mythril Gauntlets +1,49,WAR / PLD / DRK,DEF: 14 INT +1 -1 +3 +3,none
Shinobi Tekko,49,MNK / SAM / NIN,DEF: 11,none
Shinobi Tekko +1,49,MNK / SAM / NIN,DEF: 12 DEX +1,none
Austere Cuffs,50,SMN,DEF: 8 MP +15 CHR -1 Summoning Magic skill +2 Blood Pact ability delay -1,
Black Mitts,50,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 10,none
Crow Bracers,50,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 10 Evasion +5 Enmity -4,none
Enkelados's Bracelets,50,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 14 HP +25 STR +7 DEX -4 AGI -4,none
Ivory Mitts,50,WHM / SMN,DEF: 9 MP +12 DEX -2 MND +5,none
Mage's Mitts,50,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 11 INT +1,none
Penance Cuffs,50,SMN,DEF: 9 MP +17 CHR -2 Summoning Magic skill +3 Blood Pact ability delay -2,none
Raven Bracers,50,MNK / WHM / RDM / THF / PLD / BST / BRD / DRG / SMN / BLU / COR / PUP,DEF: 11 Evasion +6 Enmity -5,none
Royal Knight's Mufflers,50,WAR / PLD / DRK / BST / SAM / NIN,DEF: +13 Accuracy +3,none
Rush Gloves,50,PLD / DRG,DEF: 11 VIT +4 AGI +1 MND -3,none
Sly Gauntlets,50,BLM / RDM / BRD / BLU / PUP,DEF: 10 HP +8 AGI -1 INT +3,none
Spiked Finger Gauntlets,50,WAR / BST / RNG / SAM / DRG,DEF: 8 VIT -2 Attack +12,none
Storm Gages,50,All Jobs,DEF: 11 MP +22 Assault: MP recovered while healing +3,none
Storm Manopolas,50,All Jobs,DEF: 16 Evasion +6 Enmity +3,none
Tactician Magician's Cuffs,50,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 10 Evasion +5,none
Aiming Bracelets,51,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 6 Accuracy +6 Attack -18,none
Gold Bangles,52,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 11,none
Gold Bangles +1,52,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 12,none
Hunter's Bracers,52,RNG,"DEF: 10 HP +10 AGI +3  +10 Enhances ""Shadowbind"" effect",AGI +3 instead of DEX +3
Ice Gauntlets,52,PLD / DRK,"DEF: 16 STR +4 VIT +4 Accuracy +4 MP recovered while healing +1 Physical damage: ""Ice Spikes"" effect",none
Rogue's Armlets,52,THF,"DEF: 15 HP +10 DEX +3  +10 ""Steal"" +1",none
Royal Knight's Mufflers +1,52,WAR / PLD / DRK / BST / SAM / NIN,DEF: 14 Accuracy +3 In areas under own nation's control: Ranged Accuracy +5,none
Royal Knight's Mufflers +2,52,WAR / PLD / DRK / BST / SAM / NIN,DEF: 15 Accuracy +3 In areas under own nation's control: Ranged Accuracy +6,none
Tactician Magician's Cuffs +1,52,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 11 Evasion +5 In areas under own nation's control: Accuracy +5,none
Tactician Magician's Cuffs +2,52,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 12 Evasion +5 In areas under own nation's control: Accuracy +6,none
Magi Cuffs,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 12 HP +13 MP +13 MND +3 +7,none
Silk Cuffs,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 11,none
Silk Cuffs +1,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 12 MND +3 +7,none
Silken Cuffs,53,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 11 HP +12 MP +12,none
Beast Gloves,54,BST,"DEF: 12 HP +11 DEX +3 Parrying Skill +5 ""Charm"" +3",none
Chaos Gauntlets,54,DRK,"DEF: 12 HP +11 DEX +3  +10 ""Weapon Bash"" +10",none
Corsair's Gants,54,COR,DEF: 11 HP +10 DEX +2 MND +2 Parrying Skill +5,none
Evoker's Bracers,54,SMN,DEF: 11 MP +15 VIT +4 Occasionally converts damage taken of avatar element to MP Avatar: Enmity -2,none
Fighter's Mufflers,54,WAR,DEF: 16 HP +13 STR +4 Shield Skill +10 Enmity +3,none
Gallant Gauntlets,54,PLD,DEF: 16 HP +11 DEX +3  +10 Enmity +2,none
Temple Gloves,54,MNK,"DEF: 14 HP +14 STR +4 +10 Enhances ""Boost"" effect",none
Warlock's Gloves,54,RDM,DEF: 16 MP +12 DEX +4 +10 Parrying skill +10,none
Wizard's Gloves,54,BLM,DEF: 13 MP +12 CHR +3 Elemental Magic skill +15 Enmity -1,none
Akinji Bazubands,55,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 15 HP -9 Accuracy +4 Ranged Attack +3 Evasion +3,none
Jaridah Bazubands,55,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 14 HP -9 Accuracy +3 Ranged Attack +2 Evasion +2,none
Drachen Finger Gauntlets,56,DRG,DEF: 15 HP +11 DEX +3 Parrying Skill +10 Enhances wyvern's accuracy,none
Magical Mitts,56,MNK / WHM / BLM / RDM / PLD / BRD / RNG / SMN / BLU / PUP,DEF: 16 HP +20 MP +20,none
Magus Bazubands,56,BLU,DEF: 16 MP +15 Parrying Skill +10 Increases chance to learn blue magic,none
Myochin Kote,56,SAM,DEF: 15 HP +15 DEX +4 Enmity +2 Enhances effects of rice balls,none
Protecting Bangles,56,MNK / WHM / BLM / RDM / THF / DRK / BRD / RNG / SMN / BLU / COR / PUP,DEF: 30 -6,none
Puppetry Dastanas,56,PUP,"DEF: 12 HP +13 AGI +3 Enhances ""Maneuver"" effect Reduces ""Overload"" rate",none
Light Gauntlets,57,WHM / BLM / RDM / BRD / SMN / BLU / PUP,DEF: 15 HP +15 STR +3 VIT +3,none
Scorpion Mittens,57,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 13 HP +3 -2 +5 +5,none
Scorpion Mittens +1,57,WAR / MNK / RDM / THF / PLD / DRK / BST / BRD / SAM / NIN / DRG / BLU / COR,DEF: 14 HP +4 -2 +7 +7,none
Beak Gloves,58,WAR / RDM / THF / PLD / DRK / BST / BRD / RNG / SAM / NIN / DRG / BLU / COR,DEF: 14 VIT +1 +3,none
