Name,Level,Damage,Delay,DPS,Description,Jobs
Albion,75,83,466,10.69,,PLD / DRK
Algol,75,85,489,10.43,"Attack+3
""Triple Attack""+3%
Additional effect: Fire damage",WAR / PLD / DRK
Brand d'Arcon,75,69,466,8.88,,PLD / DRK
Break Blade,75,67,466,8.63,,PLD / DRK
Dull Claymore,75,1,444,0.14,,WAR / PLD / DRK
Dynamis Blade,75,80,444,10.81,In Dynamis: +9,WAR / PLD / DRK
Galatyn,75,85,494,10.32,,WAR / PLD / DRK
Gilded Blade,75,1,444,0.14,In Dynamis: +7,WAR / PLD / DRK
Nightfall,75,85,444,11.49,"""Regain""+10
Additional effect: Terror",WAR / PLD / DRK
Ragnarok,75,86,431,11.97,"Accuracy+20
Increases rate of critical hits
""Scourge""",WAR / PLD / DRK
Relic Blade,75,1,999,0.06,,WAR / PLD / DRK
Salamand Sword,75,41,456,5.39,,PLD / DRK
Sunblade,75,70,466,9.01,,PLD / DRK
Valhalla,75,86,444,11.62,"In Dynamis: ""Scourge""",WAR / PLD / DRK
